Event_ID,Database,ID,Date/Time,Nearest_town,State,Latitude,Longitude,Comments
31824,Hail,3148,6/03/2010 4:30,GLEN WAVERLEY,VIC,-37.8809,145.1636,Windscreens broken. Vehicles dented. Large amounts of leaf litter.
31824,Hail,3151,6/03/2010 4:30,THE PATCH,VIC,-37.8944,145.3864,Vehicles dented.
31824,Rain,3484,6/03/2010 4:30,FERNY CREEK,VIC,-37.8727,145.3446,Gutter overflow. Roads awash. Creeks overflowing. Uncertain rainfall rate due to large quantity of hail.
31824,Rain,3494,6/03/2010 4:30,HEATHMONT,VIC,-37.8316,145.2409,Gutter overflow.
31824,Rain,3497,6/03/2010 4:30,GLEN WAVERLEY,VIC,-37.8809,145.1636,Gutter overflowing. Creeks overflowing.
31824,Rain,3498,6/03/2010 4:30,CARLTON,VIC,-37.8036,144.9588,Gutter overflowing. Creeks overflowing. Roads awash.
31824,Rain,3471,6/03/2010 6:13,LATROBE VALLEY AERODROME,VIC,-38.2122,146.4746,Heavy rain leading to 41.2mm in 23 minutes (25.6mm in 3 minutes). Flash flooding.
31824,Wind,5717,6/03/2010 6:22,LATROBE VALLEY AERODROME,VIC,-38.2122,146.4746,51 knot gust at YLTV
31825,Hail,3107,6/03/2010 4:55,RAVENSWOOD,VIC,-36.9274,144.162,Large hail and heavy rain.
31825,Rain,3472,6/03/2010 8:00,STRATHBOGIE,VIC,-36.9313,145.8297,Coop obs reported 33mm of rain in under an hour.
31826,Hail,3108,7/03/2010 5:30,NUMURKAH,VIC,-36.0921,145.4416,3 to 4cm diameter hail reported on synoptic discussion list.
31826,Wind,5718,7/03/2010 5:38,SHEPPARTON,VIC,-36.3827,145.3968,Reports of 6 inches of water over roads and trees down due to wind. Shepparton AWS recorded a wind gust of 84 knots.
31826,Rain,3473,7/03/2010 5:50,SHEPPARTON,VIC,-36.3827,145.3968,Reports of 6 inches of water over roads and trees down due to wind.
31826,Rain,3475,7/03/2010 6:00,MURCHISON,VIC,-36.6243,145.1195,36mm in 30min at Murchison
31826,Rain,3474,7/03/2010 6:04,MANGALORE,VIC,-36.9577,145.1664,31mm in 30 minutes at Mangalore AWS
31826,Rain,3481,7/03/2010 7:30,WYNDHAM VALE,VIC,-37.8644,144.6013,Gutter overflow. Roads awash.
31826,Rain,3476,7/03/2010 8:00,MILL PARK,VIC,-37.6728,145.061,Very heavy rain with flash flooding.
31827,Hail,3109,11/04/2010 8:20,CAPE LIPTRAP,VIC,-38.9104,145.9193,Smattering of 1.5 to 2cm hail amongst larger amount of small hail.
31828,Rain,3478,20/04/2010 5:00,MOUNT ELIZA,VIC,-38.1755,145.1071,Heavy rain with 110mm reported over the course of the afternoon with periodic TS activity. Daily rainfall to 9am on the 21st of 96mm at Mt Eliza and 125mm at Mt Eliza Bowls Club. 
31828,Rain,3479,20/04/2010 5:00,MOUNT ELIZA,VIC,-38.1755,145.1071,Heavy rain with 110mm reported over the course of the afternoon with periodic TS activity. Daily rainfall to 9am on the 21st of 96mm at Mt Eliza and 125mm at Mt Eliza Bowls Club.
31829,Wind,5743,13/07/2010 11:40,SILVER CREEK,VIC,-36.3787,146.7313,Tree branches snapped and trees uprooted at Silver Creek.
31829,Wind,5744,13/07/2010 12:00,BEECHWORTH,VIC,-36.3624,146.6879,Tree at Beechworth Caravn Park fell onto a cabin injuring an elderly man.
31830,Wind,5748,30/07/2010 10:00,BEAUFORT,VIC,-37.4313,143.3825,Rooves off houses and trees blown over (snapped at base). Power out and the Western Highway temporarily closed. 15 to 20 jobs. Damage consistent with a tornado though not observed.
31831,Hail,3162,18/08/2010 11:00,WARRACKNABEAL,VIC,-36.2528,142.3947,Flash flooding and building damage due to large hail reported at Warracknabeal. 15 RFAs.
31831,Hail,3163,18/08/2010 11:00,NETHERBY,VIC,-36.1131,141.6489,"Report of 28mm hail at Lake Jane, Netherby."
31831,Rain,3503,18/08/2010 11:00,WARRACKNABEAL,VIC,-36.2528,142.3947,Flash flooding and building damage due to large hail reported at Warracknabeal. 15 RFAs
31831,Rain,3504,18/08/2010 11:00,WEDDERBURN,VIC,-36.4199,143.6111,Flash flooding and building damage due to large hail reported at Warracknabeal. 15 RFAs
31832,Wind,6051,18/08/2010 12:00,COHUNA,VIC,-35.8103,144.2165,
31832,Wind,6052,18/08/2010 12:00,KERANG,VIC,-35.7323,143.9189,
31832,Hail,3164,18/08/2010 12:00,COHUNA,VIC,-35.8111,144.211,Marble sized hail at Cohuna. Large hail Kerang. Trees down Kerang and Cohuna.
31832,Hail,3335,18/08/2010 12:00,KERANG,VIC,-35.7323,143.9189,
31834,Rain,3505,9/09/2010 6:45,ALLANSFORD,VIC,-38.3873,142.5893,15-20mm estimated in 10 mins. Drains overflowing and paddocks under water.
31835,Tornado,1097,13/09/2010 5:48,MIRAM,VIC,-36.356,141.3433,Photos sent in by storm spotter of funnel cloud in the Miram/Diapur area. Does not appear to touch the ground in any of the photos.
31836,Tornado,1116,10/08/2010 0:00,ECHUCA,VIC,-36.1298,144.7508,Photographs show tornado touching ground with air-born debris.
31837,Rain,3715,12/10/2010 5:00,ANGLESEA,VIC,-38.4111,144.1837,Flash flooding: road washed away.
31837,Rain,3714,12/10/2010 5:35,MALDON,VIC,-36.9917,144.0639,"Roads awash and impassable, drains overflowing."
31838,Rain,3716,13/11/2010 8:15,BEECHWORTH POST OFFICE,VIC,-36.3611,146.6859,Estimate rainfall. Gutters and downpipes overflowing. Road awash. Drains overflowing.
31839,Rain,3718,26/11/2010 3:40,ESSENDON,VIC,-37.7531,144.908,SES received 20 Requests For Assistance in Essendon for flash flooding.
31839,Rain,3717,26/11/2010 4:20,BURWOOD EAST,VIC,-37.8536,145.1484,Measure intense rainfall. No reference to flash flooding.
31840,Hail,3242,26/11/2010 5:00,DIAMOND CREEK,VIC,-37.6725,145.154,Large hail - Hail large enough to dent cars.
31840,Rain,3721,26/11/2010 5:00,DIAMOND CREEK,VIC,-37.6725,145.154,
31840,Rain,3719,26/11/2010 5:35,CRAIGIEBURN,VIC,-37.5959,144.9328,
31841,Rain,3720,26/11/2010 8:05,KILMORE,VIC,-37.2988,144.95,Hume Highway near Kilmore - torrential rain and flash flooding.
31842,Rain,3722,3/02/2011 7:20,EASTVILLE,VIC,-36.9015,143.9795,Gutters and downpipes overflowing. Drains overflowing. Paddocks under water.
31842,Tornado,1117,3/02/2011 7:20,EASTVILLE,VIC,-36.9015,143.9795,Over 50 very large trees down on Bridgewater-Maldon Rd between Kellys Rd and Shelbourne Rd. Roads blocked to traffic. Power outage until 1415UTC 03/02/2011.
31842,Rain,3723,3/02/2011 7:30,KNOWSLEY,VIC,-36.8277,144.5848,Heavy rain.
31843,Rain,3724,3/02/2011 10:00,ARCADIA,VIC,-36.5639,145.3316,Rainfall above the 10 year Average Recurrence Interval.
31843,Rain,3725,3/02/2011 10:00,VIOLET TOWN,VIC,-36.6168,145.7341,Rainfall above the 10 year Average Recurrence Interval.
31844,Rain,3726,3/02/2011 10:00,MOUNT BULLER,VIC,-37.1485,146.4482,Rainfall above the 10 year Average Recurrence Interval.
31845,Rain,3727,3/02/2011 10:00,KELFEERA,VIC,-36.608,146.0809,Rainfall above the 10 year Average Recurrence Interval.
31846,Rain,3728,16/02/2011 5:40,GLEN FORBES,VIC,-38.4593,145.5444,Gutters and downpipes overflowing.
31847,Rain,3731,4/02/2011 1:42,RUTHERGLEN,VIC,-36.0577,146.4615,Rainfall above 10 year Average Recurrence Interval.
31847,Rain,3729,4/02/2011 1:45,RUTHERGLEN,VIC,-36.0577,146.4615,Flash flooding reported.
31847,Rain,3730,4/02/2011 2:05,RUTHERGLEN,VIC,-36.0577,146.4615,Flash flooding reported.
31848,Rain,3732,4/02/2011 4:06,MILDURA,VIC,-34.1942,142.1559,Rainfall above 10 year Average Recurrence Interval.
31849,Tornado,1118,4/02/2011 5:00,MELBOURNE,VIC,-37.8436,144.974,Funnel cloud reported over Melbourne area. Preliminary radar data suggests left moving supercell over bay.
31850,Wind,5936,4/02/2011 5:00,WYNDHAM VALE,VIC,-37.8644,144.6013,Structural damage to buildings. Power lines down. Roof damage reported.
31850,Rain,3733,4/02/2011 5:00,WYNDHAM VALE,VIC,-37.8644,144.6013,Gutters and downpipes overflowing. Road awash and impassable. Creeks/storm drains overflowing. Paddocks under water.
31850,Rain,3734,4/02/2011 6:10,MEREDITH,VIC,-37.8134,144.0461,Rainfall above the 10 year Average Recurrence Interval.
31851,Rain,3736,4/02/2011 6:50,MENTONE,VIC,-37.9866,145.0676,Rainfall above 10 year Average Recurrence Interval.
31851,Rain,3737,4/02/2011 6:50,DANDENONG,VIC,-37.9879,145.2122,Recorded at Melbourne Water's Dandenong Creek at Greens Road rainfall gauge. Rainfall above 10 year Average Recurrence Interval.
31851,Rain,3738,4/02/2011 7:15,ASPENDALE,VIC,-38.0268,145.103,"Flash flooding reported. Water on ground 6"" deep."
31851,Rain,3735,4/02/2011 7:45,LYNDHURST,VIC,-38.0629,145.2515,Rainfall above 10 year Average Recurrence Interval.
31852,Wind,5937,4/02/2011 8:00,ST KILDA ROAD,VIC,-37.8354,144.9716,Wind speed and gust above Severe criteria.
31853,Wind,5938,4/02/2011 8:46,LAVERTON,VIC,-37.8597,144.7713,Wind exceeds 10 year Average Recurrence Interval.
31854,Wind,5939,4/02/2011 9:17,MORWELL,VIC,-38.2362,146.4093,Wind exceeds Severe criteria. Recorded at LaTrobe Valley AWS located at the LaTrobe Valley Regional Airport Morwell. 
31855,Rain,3741,4/02/2011 8:00,DINGLEY,VIC,-37.9821,145.1269,Rainfall above 10 year Average Recurrence Interval.
31855,Rain,3740,4/02/2011 8:10,BENTLEIGH,VIC,-37.9238,145.0351,Rainfall above 10 year Average Recurrence Interval.
31855,Rain,3739,4/02/2011 8:30,CHADSTONE,VIC,-37.8842,145.0919,Rainfall exceeds 10 year Average Recurrence Interval.
31856,Rain,3742,4/02/2011 11:00,YARRAMBAT,VIC,-37.6362,145.1334,Flash flooding reported. Approximate rate of rainfall: 1mm per minute.
31857,Tornado,1119,6/10/2010 4:30,BEALIBA,VIC,-36.7924,143.5519,Tornado touchdown north of Bealiba.
31858,Rain,3743,6/10/2010 6:45,RUTHERGLEN,VIC,-36.0577,146.4615,Very heavy rainfall reported. Gutters overflowing. Small hail also observed.
31859,Hail,3243,7/11/2010 3:30,CARISBROOK,VIC,-37.0009,143.9158,Hail reported from storm with a very strong updraght 4km E of Carisbrook.
31859,Wind,5940,7/11/2010 4:45,GLENLYON,VIC,-37.2979,144.2416,Tree branches down.
31859,Hail,3244,7/11/2010 4:45,GLENLYON,VIC,-37.2979,144.2416,Large hail reported but no measurement provided.
31859,Tornado,1120,7/11/2010 5:05,MACEDON,VIC,-37.4248,144.5612,Cell appears to have dropped a tornado SW of Macedon.
31860,Rain,3744,7/11/2010 11:00,RUTHERGLEN,VIC,-36.0577,146.4615,Flash flooding reported. Gutters overflowing.
31861,Wind,5941,12/11/2010 7:05,CARRUM DOWNS,VIC,-38.0973,145.1764,Small tree branches broken. 1cm hail also reported.
31861,Rain,3745,12/11/2010 7:05,CARRUM DOWNS,VIC,-38.0973,145.1764,Very heavy rainfall - could not see back fence. 1cm hail also reported.
31862,Rain,3746,12/11/2010 8:05,CARRUM DOWNS,VIC,-38.0973,145.1764,Very heavy rain. Flash flooding reported.
31862,Wind,5942,12/11/2010 8:10,CARRUM DOWNS,VIC,-38.0973,145.1764,Very windy. Bark off trees. Branches down. 1 to 1.5cm hail also reported.
31863,Rain,3747,24/11/2010 3:00,CASTERTON,VIC,-37.589,141.3987,Intense rainfall recorded North of Casterton.
31864,Rain,3748,24/11/2010 6:30,COLAC,VIC,-38.3408,143.5825,Very heavy rainfall reported.
31865,Rain,3749,25/11/2010 2:50,BEECHWORTH,VIC,-36.3624,146.6879,Gutters overflowing.
31866,Rain,3753,1/12/2010 5:00,BENTLEIGH,VIC,-37.9238,145.0351,Heavy rainfall reported with apparent rainfall rate of 140mm/hr.
31866,Rain,3751,1/12/2010 5:04,TULLAMARINE,VIC,-37.67,144.83,Rainfall above 10 year Average Recurrence Interval.
31866,Rain,3750,1/12/2010 5:45,FERNY CREEK,VIC,-37.8798,145.3342,Water over roads.
31866,Rain,3752,1/12/2010 5:45,MELTON,VIC,-37.6838,144.5788,Very heavy rain reported.
31867,Rain,3754,2/12/2010 3:00,MILL PARK,VIC,-37.6728,145.061,
31868,Rain,3755,2/12/2010 4:40,MYRTLEFORD,VIC,-36.559,146.724,Rainfall equal to or above 10 year Average Recurrence Interval.
31869,Rain,3756,2/12/2010 4:00,AVOCA,VIC,-37.0897,143.473,Heavy rain with flash flooding reported.
31870,Wind,5943,3/12/2010 5:48,AVALON AERODROME,VIC,-38.0346,144.4671,
31870,Wind,5944,3/12/2010 5:56,POINT WILSON,VIC,-38.1,144.54,
31870,Wind,5945,3/12/2010 6:23,,VIC,-38.31,144.8,
31871,Rain,3757,3/12/2010 5:55,Mortlake,VIC,-38.07,142.77,
31872,Rain,3758,3/12/2010 7:00,Sale,VIC,-38.12,147.13,
31873,Rain,3760,3/12/2010 2:36,Coldstream,VIC,-37.72,145.41,Max wind gusts of 47 knots recorded at 0239UTC.
31873,Rain,3759,3/12/2010 3:00,SEVILLE,VIC,-37.7796,145.4556,
31874,Rain,3761,4/12/2010 5:30,STAWELL,VIC,-37.0598,142.7771,
31875,Rain,3762,5/12/2010 1:30,GLENLYON,VIC,-37.2979,144.2416,Flash flooding reported. 0.5cm hail observed.
31875,Hail,3245,5/12/2010 1:55,DAYLESFORD,VIC,-37.346,144.1427,Hail reported just north of Daylesford.
31875,Rain,3763,5/12/2010 1:55,DAYLESFORD,VIC,-37.346,144.1427,Torrential rain reported.
31876,Rain,3764,5/12/2010 5:15,DERGHOLM,VIC,-37.3722,141.2924,
31877,Rain,3765,6/12/2010 4:00,WARRACKNABEAL,VIC,-36.2537,142.3914,Flash flooding reported.
31878,Wind,5946,11/12/2010 12:30,GEELONG,VIC,-38.1612,144.3634,Severe wind reported. Tree blown through a house. Severe thunderstorm warning was current for the affected area.
31879,Wind,5947,17/12/2010 7:00,PAKENHAM,VIC,-38.0773,145.4779,Strong wind reported. Gust front observed.
31879,Hail,3246,17/12/2010 7:00,PAKENHAM,VIC,-38.0773,145.4779,Continuous hail mostly averaging 1cm diameter. Hail covered ground. Largest hail up to 2cm diameter.
31879,Rain,3766,17/12/2010 7:00,PAKENHAM,VIC,-38.0773,145.4779,Heavy rainfall reported.
31880,Wind,5948,17/12/2010 23:01,Yarrawonga,VIC,-36.03,146.03,
31881,Wind,5949,19/12/2010 3:47,Swan Hill,VIC,-35.38,143.54,
31882,Rain,3769,12/01/2011 9:20,TRENTHAM,VIC,-37.4211,144.3248,Rain rate of up to 140mm/hr during the afternoon. Water over road reported at Woodend.
31883,Wind,5950,10/01/2011 6:00,COCKATOO,VIC,-37.9378,145.4944,Possible tornado based on damage pattern and eyewitness reports. Large established trees snapped in two. 
31883,Rain,3767,10/01/2011 6:45,PAKENHAM,VIC,-38.0773,145.4779,Very heavy rainfall reported. Local flash flooding. Gutters overflowing.
31884,Tornado,1121,4/02/2011 6:22,ROCHESTER,VIC,-36.3613,144.6985,"Funnel not reaching the ground, although spotter noted that it may have reached the ground at one point. Photographic evidence provided via email."
31884,Rain,3770,4/02/2011 6:40,ROCHESTER,VIC,-36.3613,144.6985,Reported 20km west of Rochester.
31885,Hail,3247,22/01/2011 6:00,MITTA MITTA,VIC,-36.7967,147.525,
31886,Rain,3768,22/01/2011 8:00,MYRTLEFORD,VIC,-36.559,146.724,1.5cm hail also observed.
31887,Rain,3777,13/03/2011 4:15,CROYDON,VIC,-37.7979,145.2792,
